ADC		reg_rax,imm			\324\1\x15\255					X64,SM
ADC		rm8,imm				\1\x80\202\21					8086,SM
ADC		rm16,imm			\320\145\x81\202\141				8086,SM
ADC		rm32,imm			\321\155\x81\202\151				386,SM
ADC		rm64,imm			\324\155\x81\202\251				X64,SM
ADC		mem,imm8			\1\x80\202\21					8086,SM
ADC		mem,imm16			\320\145\x81\202\141				8086,SM
ADC		mem,imm32			\321\155\x81\202\151				386,SM
ADD		mem,reg8			\1\x00\101					8086,SM
ADD		reg8,reg8			\1\x00\101					8086
ADD		mem,reg16			\320\1\x01\101					8086,SM
ADD		reg16,reg16			\320\1\x01\101					8086
ADD		mem,reg32			\321\1\x01\101					386,SM
ADD		reg32,reg32			\321\1\x01\101					386
ADD		mem,reg64			\324\1\x01\101					X64,SM
ADD		reg64,reg64			\324\1\x01\101					X64
ADD		reg8,mem			\1\x02\110					8086,SM
ADD		reg8,reg8			\1\x02\110					8086
ADD		reg16,mem			\320\1\x03\110					8086,SM
ADD		reg16,reg16			\320\1\x03\110					8086
ADD		reg32,mem			\321\1\x03\110					386,SM
ADD		reg32,reg32			\321\1\x03\110					386
ADD		reg64,mem			\324\1\x03\110					X64,SM
ADD		reg64,reg64			\324\1\x03\110					X64
ADD		rm16,imm8			\320\1\x83\200\275				8086
ADD		rm32,imm8			\321\1\x83\200\275				386
ADD		rm64,imm8			\324\1\x83\200\275				X64
ADD		reg_al,imm			\1\x04\21					8086,SM
ADD		reg_ax,sbyte16			\320\1\x83\200\275				8086,SM
ADD		reg_ax,imm			\320\1\x05\31					8086,SM
ADD		reg_eax,sbyte32			\321\1\x83\200\275				386,SM
ADD		reg_eax,imm			\321\1\x05\41					386,SM
ADD		reg_rax,sbyte64			\324\1\x83\200\275				X64,SM
ADD		reg_rax,imm			\324\1\x05\255					X64,SM
ADD		rm8,imm				\1\x80\200\21					8086,SM
ADD		rm16,imm			\320\145\x81\200\141				8086,SM
ADD		rm32,imm			\321\155\x81\200\151				386,SM
ADD		rm64,imm			\324\155\x81\200\251				X64,SM
ADD		mem,imm8			\1\x80\200\21					8086,SM
ADD		mem,imm16			\320\145\x81\200\141				8086,SM
ADD		mem,imm32			\321\155\x81\200\151				386,SM
AND		mem,reg8			\1\x20\101					8086,SM
AND		reg8,reg8			\1\x20\101					8086
AND		mem,reg16			\320\1\x21\101					8086,SM
AND		reg16,reg16			\320\1\x21\101					8086
AND		mem,reg32			\321\1\x21\101					386,SM
AND		reg32,reg32			\321\1\x21\101					386
AND		mem,reg64			\324\1\x21\101					X64,SM
AND		reg64,reg64			\324\1\x21\101					X64
AND		reg8,mem			\1\x22\110					8086,SM
AND		reg8,reg8			\1\x22\110					8086
AND		reg16,mem			\320\1\x23\110					8086,SM
AND		reg16,reg16			\320\1\x23\110					8086
AND		reg32,mem			\321\1\x23\110					386,SM
AND		reg32,reg32			\321\1\x23\110					386
AND		reg64,mem			\324\1\x23\110					X64,SM
AND		reg64,reg64			\324\1\x23\110					X64
AND		rm16,imm8			\320\1\x83\204\275				8086
AND		rm32,imm8			\321\1\x83\204\275				386
AND		rm64,imm8			\324\1\x83\204\275				X64
AND		reg_al,imm			\1\x24\21					8086,SM
AND		reg_ax,sbyte16			\320\1\x83\204\275				8086,SM
AND		reg_ax,imm			\320\1\x25\31					8086,SM
AND		reg_eax,sbyte32			\321\1\x83\204\275				386,SM
AND		reg_eax,imm			\321\1\x25\41					386,SM
AND		reg_rax,sbyte64			\324\1\x83\204\275				X64,SM
AND		reg_rax,imm			\324\1\x25\255					X64,SM
AND		rm8,imm				\1\x80\204\21					8086,SM
AND		rm16,imm			\320\145\x81\204\141				8086,SM
AND		rm32,imm			\321\155\x81\204\151				386,SM
AND		rm64,imm			\324\155\x81\204\251				X64,SM
AND		mem,imm8			\1\x80\204\21					8086,SM
AND		mem,imm16			\320\145\x81\204\141				8086,SM
AND		mem,imm32			\321\155\x81\204\151				386,SM
ARPL		mem,reg16			\1\x63\101					286,PROT,SM,NOLONG
ARPL		reg16,reg16			\1\x63\101					286,PROT,NOLONG
BB0_RESET	void				\2\x0F\x3A					PENT,CYRIX,ND
BB1_RESET	void				\2\x0F\x3B					PENT,CYRIX,ND
BOUND		reg16,mem			\320\1\x62\110					186,NOLONG
BOUND		reg32,mem			\321\1\x62\110					386,NOLONG
BSF		reg16,mem			\320\2\x0F\xBC\110				386,SM
BSF		reg16,reg16			\320\2\x0F\xBC\110				386
BSF		reg32,mem			\321\2\x0F\xBC\110				386,SM
BSF		reg32,reg32			\321\2\x0F\xBC\110				386
BSF		reg64,mem			\324\2\x0F\xBC\110				X64,SM
BSF		reg64,reg64			\324\2\x0F\xBC\110				X64
BSR		reg16,mem			\320\2\x0F\xBD\110				386,SM
BSR		reg16,reg16			\320\2\x0F\xBD\110				386
BSR		reg32,mem			\321\2\x0F\xBD\110				386,SM
BSR		reg32,reg32			\321\2\x0F\xBD\110				386
BSR		reg64,mem			\324\2\x0F\xBD\110				X64,SM
BSR		reg64,reg64			\324\2\x0F\xBD\110				X64
BSWAP		reg32				\321\1\x0F\10\xC8				486
BSWAP		reg64				\324\1\x0F\10\xC8				X64
BT		mem,reg16			\320\2\x0F\xA3\101				386,SM
BT		reg16,reg16			\320\2\x0F\xA3\101				386
BT		mem,reg32			\321\2\x0F\xA3\101				386,SM
BT		reg32,reg32			\321\2\x0F\xA3\101				386
BT		mem,reg64			\324\2\x0F\xA3\101				X64,SM
BT		reg64,reg64			\324\2\x0F\xA3\101				X64
BT		rm16,imm			\320\2\x0F\xBA\204\25				386,SB
BT		rm32,imm			\321\2\x0F\xBA\204\25				386,SB
BT		rm64,imm			\324\2\x0F\xBA\204\25				X64,SB
BTC		mem,reg16			\320\2\x0F\xBB\101				386,SM
BTC		reg16,reg16			\320\2\x0F\xBB\101				386
BTC		mem,reg32			\321\2\x0F\xBB\101				386,SM
BTC		reg32,reg32			\321\2\x0F\xBB\101				386
BTC		mem,reg64			\324\2\x0F\xBB\101				X64,SM
BTC		reg64,reg64			\324\2\x0F\xBB\101				X64
BTC		rm16,imm			\320\2\x0F\xBA\207\25				386,SB
BTC		rm32,imm			\321\2\x0F\xBA\207\25				386,SB
BTC		rm64,imm			\324\2\x0F\xBA\207\25				X64,SB
BTR		mem,reg16			\320\2\x0F\xB3\101				386,SM
BTR		reg16,reg16			\320\2\x0F\xB3\101				386
BTR		mem,reg32			\321\2\x0F\xB3\101				386,SM
BTR		reg32,reg32			\321\2\x0F\xB3\101				386
BTR		mem,reg64			\324\2\x0F\xB3\101				X64,SM
BTR		reg64,reg64			\324\2\x0F\xB3\101				X64
BTR		rm16,imm			\320\2\x0F\xBA\206\25				386,SB
BTR		rm32,imm			\321\2\x0F\xBA\206\25				386,SB
BTR		rm64,imm			\324\2\x0F\xBA\206\25				X64,SB
BTS		mem,reg16			\320\2\x0F\xAB\101				386,SM
BTS		reg16,reg16			\320\2\x0F\xAB\101				386
BTS		mem,reg32			\321\2\x0F\xAB\101				386,SM
BTS		reg32,reg32			\321\2\x0F\xAB\101				386
BTS		mem,reg64			\324\2\x0F\xAB\101				X64,SM
BTS		reg64,reg64			\324\2\x0F\xAB\101				X64
BTS		rm16,imm			\320\2\x0F\xBA\205\25				386,SB
BTS		rm32,imm			\321\2\x0F\xBA\205\25				386,SB
BTS		rm64,imm			\324\2\x0F\xBA\205\25				X64,SB
CALL		imm				\322\1\xE8\64					8086
CALL		imm|near			\322\1\xE8\64					8086
CALL		imm|far				\322\1\x9A\34\74				8086,ND,NOLONG
CALL		imm16				\320\1\xE8\64					8086
CALL		imm16|near			\320\1\xE8\64					8086
CALL		imm16|far			\320\1\x9A\34\74				8086,ND,NOLONG
CALL		imm32				\321\1\xE8\64					386
CALL		imm32|near			\321\1\xE8\64					386
CALL		imm32|far			\321\1\x9A\34\74				386,ND,NOLONG
CALL		imm:imm				\322\1\x9A\35\30				8086,NOLONG
CALL		imm16:imm			\320\1\x9A\31\30				8086,NOLONG
CALL		imm:imm16			\320\1\x9A\31\30				8086,NOLONG
CALL		imm32:imm			\321\1\x9A\41\30				386,NOLONG
CALL		imm:imm32			\321\1\x9A\41\30				386,NOLONG
CALL		mem|far				\322\1\xFF\203					8086,NOLONG
CALL		mem|far				\324\1\xFF\203					X64
CALL		mem16|far			\320\1\xFF\203					8086
CALL		mem32|far			\321\1\xFF\203					386
CALL		mem64|far			\324\1\xFF\203					X64
CALL		mem|near			\322\1\xFF\202					8086
CALL		mem16|near			\320\1\xFF\202					8086
CALL		mem32|near			\321\1\xFF\202					386,NOLONG
CALL		mem64|near			\324\1\xFF\202					X64
CALL		reg16				\320\1\xFF\202					8086
CALL		reg32				\321\1\xFF\202					386,NOLONG
CALL		reg64				\323\1\xFF\202					X64
CALL		mem				\322\1\xFF\202					8086
CALL		mem16				\320\1\xFF\202					8086
CALL		mem32				\321\1\xFF\202					386,NOLONG
CALL		mem64				\323\1\xFF\202					X64
CBW		void				\320\1\x98					8086
CDQ		void				\321\1\x99					386
CDQE		void				\324\1\x98					X64
CLC		void				\1\xF8						8086
CLD		void				\1\xFC						8086
CLGI		void				\3\x0F\x01\xDD					X64,AMD
CLI		void				\1\xFA						8086
CLTS		void				\2\x0F\x06					286,PRIV
CMC		void				\1\xF5						8086
CMP		mem,reg8			\1\x38\101					8086,SM
CMP		reg8,reg8			\1\x38\101					8086
CMP		mem,reg16			\320\1\x39\101					8086,SM
CMP		reg16,reg16			\320\1\x39\101					8086
CMP		mem,reg32			\321\1\x39\101					386,SM
CMP		reg32,reg32			\321\1\x39\101					386
CMP		mem,reg64			\324\1\x39\101					X64,SM
CMP		reg64,reg64			\324\1\x39\101					X64
CMP		reg8,mem			\1\x3A\110					8086,SM
CMP		reg8,reg8			\1\x3A\110					8086
CMP		reg16,mem			\320\1\x3B\110					8086,SM
CMP		reg16,reg16			\320\1\x3B\110					8086
CMP		reg32,mem			\321\1\x3B\110					386,SM
CMP		reg32,reg32			\321\1\x3B\110					386
CMP		reg64,mem			\324\1\x3B\110					X64,SM
CMP		reg64,reg64			\324\1\x3B\110					X64
CMP		rm16,imm8			\320\1\x83\207\275				8086
CMP		rm32,imm8			\321\1\x83\207\275				386
CMP		rm64,imm8			\324\1\x83\207\275				X64
CMP		reg_al,imm			\1\x3C\21					8086,SM
CMP		reg_ax,sbyte16			\320\1\x83\207\275				8086,SM
CMP		reg_ax,imm			\320\1\x3D\31					8086,SM
CMP		reg_eax,sbyte32			\321\1\x83\207\275				386,SM
CMP		reg_eax,imm			\321\1\x3D\41					386,SM
CMP		reg_rax,sbyte64			\324\1\x83\207\275				X64,SM
CMP		reg_rax,imm			\324\1\x3D\255					X64,SM
CMP		rm8,imm				\1\x80\207\21					8086,SM
CMP		rm16,imm			\320\145\x81\207\141				8086,SM
CMP		rm32,imm			\321\155\x81\207\151				386,SM
CMP		rm64,imm			\324\155\x81\207\251				X64,SM
CMP		mem,imm8			\1\x80\207\21					8086,SM
CMP		mem,imm16			\320\145\x81\207\141				8086,SM
CMP		mem,imm32			\321\155\x81\207\151				386,SM
CMPSB		void				\335\1\xA6					8086
CMPSD		void				\335\321\1\xA7					386
CMPSQ		void				\335\324\1\xA7					X64
CMPSW		void				\335\320\1\xA7					8086
CMPXCHG		mem,reg8			\2\x0F\xB0\101					PENT,SM
CMPXCHG		reg8,reg8			\2\x0F\xB0\101					PENT
CMPXCHG		mem,reg16			\320\2\x0F\xB1\101				PENT,SM
CMPXCHG		reg16,reg16			\320\2\x0F\xB1\101				PENT
CMPXCHG		mem,reg32			\321\2\x0F\xB1\101				PENT,SM
CMPXCHG		reg32,reg32			\321\2\x0F\xB1\101				PENT
CMPXCHG		mem,reg64			\324\2\x0F\xB1\101				X64,SM
CMPXCHG		reg64,reg64			\324\2\x0F\xB1\101				X64
CMPXCHG486	mem,reg8			\2\x0F\xA6\101					486,SM,UNDOC,ND
CMPXCHG486	reg8,reg8			\2\x0F\xA6\101					486,UNDOC,ND
CMPXCHG486	mem,reg16			\320\2\x0F\xA7\101				486,SM,UNDOC,ND
CMPXCHG486	reg16,reg16			\320\2\x0F\xA7\101				486,UNDOC,ND
CMPXCHG486	mem,reg32			\321\2\x0F\xA7\101				486,SM,UNDOC,ND
CMPXCHG486	reg32,reg32			\321\2\x0F\xA7\101				486,UNDOC,ND
CMPXCHG8B	mem				\2\x0F\xC7\201					PENT
CMPXCHG16B	mem				\324\2\x0F\xC7\201				X64
CPUID		void				\2\x0F\xA2					PENT
CPU_READ	void				\2\x0F\x3D					PENT,CYRIX
CPU_WRITE	void				\2\x0F\x3C					PENT,CYRIX
CQO		void				\324\1\x99					X64
CWD		void				\320\1\x99					8086
CWDE		void				\321\1\x98					386
DAA		void				\1\x27						8086,NOLONG
DAS		void				\1\x2F						8086,NOLONG
DEC		reg16				\320\10\x48					8086,NOLONG
DEC		reg32				\321\10\x48					386,NOLONG
DEC		rm8				\1\xFE\201					8086
DEC		rm16				\320\1\xFF\201					8086
DEC		rm32				\321\1\xFF\201					386
DEC		rm64				\324\1\xFF\201					X64
DIV		rm8				\1\xF6\206					8086
DIV		rm16				\320\1\xF7\206					8086
DIV		rm32				\321\1\xF7\206					386
DIV		rm64				\324\1\xF7\206					X64
DMINT		void				\2\x0F\x39					P6,CYRIX
EMMS		void				\2\x0F\x77					PENT,MMX
ENTER		imm,imm				\1\xC8\30\25					186
EQU		imm				\0						8086
EQU		imm:imm				\0						8086
F2XM1		void				\2\xD9\xF0					8086,FPU
FABS		void				\2\xD9\xE1					8086,FPU
FADD		mem32				\1\xD8\200					8086,FPU
FADD		mem64				\1\xDC\200					8086,FPU
FADD		fpureg|to			\1\xDC\10\xC0					8086,FPU
FADD		fpureg				\1\xD8\10\xC0					8086,FPU
FADD		fpureg,fpu0			\1\xDC\10\xC0					8086,FPU
FADD		fpu0,fpureg			\1\xD8\11\xC0					8086,FPU
FADD		void				\2\xDE\xC1					8086,FPU,ND
FADDP		fpureg				\1\xDE\10\xC0					8086,FPU
FADDP		fpureg,fpu0			\1\xDE\10\xC0					8086,FPU
FADDP		void				\2\xDE\xC1					8086,FPU,ND
FBLD		mem80				\1\xDF\204					8086,FPU
FBLD		mem				\1\xDF\204					8086,FPU
FBSTP		mem80				\1\xDF\206					8086,FPU
FBSTP		mem				\1\xDF\206					8086,FPU
FCHS		void				\2\xD9\xE0					8086,FPU
FCLEX		void				\341\2\xDB\xE2					8086,FPU
FCMOVB		fpureg				\1\xDA\10\xC0					P6,FPU
FCMOVB		fpu0,fpureg			\1\xDA\11\xC0					P6,FPU
FCMOVB		void				\2\xDA\xC1					P6,FPU,ND
FCMOVBE		fpureg				\1\xDA\10\xD0					P6,FPU
FCMOVBE		fpu0,fpureg			\1\xDA\11\xD0					P6,FPU
FCMOVBE		void				\2\xDA\xD1					P6,FPU,ND
FCMOVE		fpureg				\1\xDA\10\xC8					P6,FPU
FCMOVE		fpu0,fpureg			\1\xDA\11\xC8					P6,FPU
FCMOVE		void				\2\xDA\xC9					P6,FPU,ND
FCMOVNB		fpureg				\1\xDB\10\xC0					P6,FPU
FCMOVNB		fpu0,fpureg			\1\xDB\11\xC0					P6,FPU
FCMOVNB		void				\2\xDB\xC1					P6,FPU,ND
FCMOVNBE	fpureg				\1\xDB\10\xD0					P6,FPU
FCMOVNBE	fpu0,fpureg			\1\xDB\11\xD0					P6,FPU
FCMOVNBE	void				\2\xDB\xD1					P6,FPU,ND
FCMOVNE		fpureg				\1\xDB\10\xC8					P6,FPU
FCMOVNE		fpu0,fpureg			\1\xDB\11\xC8					P6,FPU
FCMOVNE		void				\2\xDB\xC9					P6,FPU,ND
FCMOVNU		fpureg				\1\xDB\10\xD8					P6,FPU
FCMOVNU		fpu0,fpureg			\1\xDB\11\xD8					P6,FPU
FCMOVNU		void				\2\xDB\xD9					P6,FPU,ND
FCMOVU		fpureg				\1\xDA\10\xD8					P6,FPU
FCMOVU		fpu0,fpureg			\1\xDA\11\xD8					P6,FPU
FCMOVU		void				\2\xDA\xD9					P6,FPU,ND
FCOM		mem32				\1\xD8\202					8086,FPU
FCOM		mem64				\1\xDC\202					8086,FPU
FCOM		fpureg				\1\xD8\10\xD0					8086,FPU
FCOM		fpu0,fpureg			\1\xD8\11\xD0					8086,FPU
FCOM		void				\2\xD8\xD1					8086,FPU,ND
FCOMI		fpureg				\1\xDB\10\xF0					P6,FPU
FCOMI		fpu0,fpureg			\1\xDB\11\xF0					P6,FPU
FCOMI		void				\2\xDB\xF1					P6,FPU,ND
FCOMIP		fpureg				\1\xDF\10\xF0					P6,FPU
FCOMIP		fpu0,fpureg			\1\xDF\11\xF0					P6,FPU
FCOMIP		void				\2\xDF\xF1					P6,FPU,ND
FCOMP		mem32				\1\xD8\203					8086,FPU
FCOMP		mem64				\1\xDC\203					8086,FPU
FCOMP		fpureg				\1\xD8\10\xD8					8086,FPU
FCOMP		fpu0,fpureg			\1\xD8\11\xD8					8086,FPU
FCOMP		void				\2\xD8\xD9					8086,FPU,ND
FCOMPP		void				\2\xDE\xD9					8086,FPU
FCOS		void				\2\xD9\xFF					386,FPU
FDECSTP		void				\2\xD9\xF6					8086,FPU
FDISI		void				\341\2\xDB\xE1					8086,FPU
FDIV		mem32				\1\xD8\206					8086,FPU
FDIV		mem64				\1\xDC\206					8086,FPU
FDIV		fpureg|to			\1\xDC\10\xF8					8086,FPU
FDIV		fpureg				\1\xD8\10\xF0					8086,FPU
FDIV		fpureg,fpu0			\1\xDC\10\xF8					8086,FPU
FDIV		fpu0,fpureg			\1\xD8\11\xF0					8086,FPU
FDIV		void				\2\xDE\xF9					8086,FPU,ND
FDIVP		fpureg				\1\xDE\10\xF8					8086,FPU
FDIVP		fpureg,fpu0			\1\xDE\10\xF8					8086,FPU
FDIVP		void				\2\xDE\xF9					8086,FPU,ND
FDIVR		mem32				\1\xD8\207					8086,FPU
FDIVR		mem64				\1\xDC\207					8086,FPU
FDIVR		fpureg|to			\1\xDC\10\xF0					8086,FPU
FDIVR		fpureg,fpu0			\1\xDC\10\xF0					8086,FPU
FDIVR		fpureg				\1\xD8\10\xF8					8086,FPU
FDIVR		fpu0,fpureg			\1\xD8\11\xF8					8086,FPU
FDIVR		void				\2\xDE\xF1					8086,FPU,ND
FDIVRP		fpureg				\1\xDE\10\xF0					8086,FPU
FDIVRP		fpureg,fpu0			\1\xDE\10\xF0					8086,FPU
FDIVRP		void				\2\xDE\xF1					8086,FPU,ND
FEMMS		void				\2\x0F\x0E					PENT,3DNOW
FENI		void				\341\2\xDB\xE0					8086,FPU
FFREE		fpureg				\1\xDD\10\xC0					8086,FPU
FFREE		void				\2\xDD\xC1					8086,FPU
FFREEP		fpureg				\1\xDF\10\xC0					286,FPU,UNDOC
FFREEP		void				\2\xDF\xC1					286,FPU,UNDOC
FIADD		mem32				\1\xDA\200					8086,FPU
FIADD		mem16				\1\xDE\200					8086,FPU
FICOM		mem32				\1\xDA\202					8086,FPU
FICOM		mem16				\1\xDE\202					8086,FPU
FICOMP		mem32				\1\xDA\203					8086,FPU
FICOMP		mem16				\1\xDE\203					8086,FPU
FIDIV		mem32				\1\xDA\206					8086,FPU
FIDIV		mem16				\1\xDE\206					8086,FPU
FIDIVR		mem32				\1\xDA\207					8086,FPU
FIDIVR		mem16				\1\xDE\207					8086,FPU
FILD		mem32				\1\xDB\200					8086,FPU
FILD		mem16				\1\xDF\200					8086,FPU
FILD		mem64				\1\xDF\205					8086,FPU
FIMUL		mem32				\1\xDA\201					8086,FPU
FIMUL		mem16				\1\xDE\201					8086,FPU
FINCSTP		void				\2\xD9\xF7					8086,FPU
FINIT		void				\341\2\xDB\xE3					8086,FPU
FIST		mem32				\1\xDB\202					8086,FPU
FIST		mem16				\1\xDF\202					8086,FPU
FISTP		mem32				\1\xDB\203					8086,FPU
FISTP		mem16				\1\xDF\203					8086,FPU
FISTP		mem64				\1\xDF\207					8086,FPU
FISTTP		mem16				\1\xDF\201					PRESCOTT,FPU
FISTTP		mem32				\1\xDB\201					PRESCOTT,FPU
FISTTP		mem64				\1\xDD\201					PRESCOTT,FPU
FISUB		mem32				\1\xDA\204					8086,FPU
FISUB		mem16				\1\xDE\204					8086,FPU
FISUBR		mem32				\1\xDA\205					8086,FPU
FISUBR		mem16				\1\xDE\205					8086,FPU
FLD		mem32				\1\xD9\200					8086,FPU
FLD		mem64				\1\xDD\200					8086,FPU
FLD		mem80				\1\xDB\205					8086,FPU
FLD		fpureg				\1\xD9\10\xC0					8086,FPU
FLD		void				\2\xD9\xC1					8086,FPU,ND
FLD1		void				\2\xD9\xE8					8086,FPU
FLDCW		mem				\1\xD9\205					8086,FPU,SW
FLDENV		mem				\1\xD9\204					8086,FPU
FLDL2E		void				\2\xD9\xEA					8086,FPU
FLDL2T		void				\2\xD9\xE9					8086,FPU
FLDLG2		void				\2\xD9\xEC					8086,FPU
FLDLN2		void				\2\xD9\xED					8086,FPU
FLDPI		void				\2\xD9\xEB					8086,FPU
FLDZ		void				\2\xD9\xEE					8086,FPU
FMUL		mem32				\1\xD8\201					8086,FPU
FMUL		mem64				\1\xDC\201					8086,FPU
FMUL		fpureg|to			\1\xDC\10\xC8					8086,FPU
FMUL		fpureg,fpu0			\1\xDC\10\xC8					8086,FPU
FMUL		fpureg				\1\xD8\10\xC8					8086,FPU
FMUL		fpu0,fpureg			\1\xD8\11\xC8					8086,FPU
FMUL		void				\2\xDE\xC9					8086,FPU,ND
FMULP		fpureg				\1\xDE\10\xC8					8086,FPU
FMULP		fpureg,fpu0			\1\xDE\10\xC8					8086,FPU
FMULP		void				\2\xDE\xC9					8086,FPU,ND
FNCLEX		void				\2\xDB\xE2					8086,FPU
FNDISI		void				\2\xDB\xE1					8086,FPU
FNENI		void				\2\xDB\xE0					8086,FPU
FNINIT		void				\2\xDB\xE3					8086,FPU
FNOP		void				\2\xD9\xD0					8086,FPU
FNSAVE		mem				\1\xDD\206					8086,FPU
FNSTCW		mem				\1\xD9\207					8086,FPU,SW
FNSTENV		mem				\1\xD9\206					8086,FPU
FNSTSW		mem				\1\xDD\207					8086,FPU,SW
FNSTSW		reg_ax				\2\xDF\xE0					286,FPU
FPATAN		void				\2\xD9\xF3					8086,FPU
FPREM		void				\2\xD9\xF8					8086,FPU
FPREM1		void				\2\xD9\xF5					386,FPU
FPTAN		void				\2\xD9\xF2					8086,FPU
FRNDINT		void				\2\xD9\xFC					8086,FPU
FRSTOR		mem				\1\xDD\204					8086,FPU
FSAVE		mem				\341\1\xDD\206					8086,FPU
FSCALE		void				\2\xD9\xFD					8086,FPU
FSETPM		void				\2\xDB\xE4					286,FPU
FSIN		void				\2\xD9\xFE					386,FPU
FSINCOS		void				\2\xD9\xFB					386,FPU
FSQRT		void				\2\xD9\xFA					8086,FPU
FST		mem32				\1\xD9\202					8086,FPU
FST		mem64				\1\xDD\202					8086,FPU
FST		fpureg				\1\xDD\10\xD0					8086,FPU
FST		void				\2\xDD\xD1					8086,FPU,ND
FSTCW		mem				\341\1\xD9\207					8086,FPU,SW
FSTENV		mem				\341\1\xD9\206					8086,FPU
FSTP		mem32				\1\xD9\203					8086,FPU
FSTP		mem64				\1\xDD\203					8086,FPU
FSTP		mem80				\1\xDB\207					8086,FPU
FSTP		fpureg				\1\xDD\10\xD8					8086,FPU
FSTP		void				\2\xDD\xD9					8086,FPU,ND
FSTSW		mem				\341\1\xDD\207					8086,FPU,SW
FSTSW		reg_ax				\341\2\xDF\xE0					286,FPU
FSUB		mem32				\1\xD8\204					8086,FPU
FSUB		mem64				\1\xDC\204					8086,FPU
